Postcode,Gemeente,Hoofdgemeente,Begindatum geldigheid,Einddatum geldigheid,INS Code
6464,Baileux,Chimay,01/01/1900,31/12/9999,56016
6464,Bourlers,Chimay,01/01/1900,31/12/9999,56016
6464,Forges,Chimay,01/01/1900,31/12/9999,56016
6464,l'Escaillère,Chimay,01/01/1900,31/12/9999,56016
6464,Rièzes,Chimay,01/01/1900,31/12/9999,56016
6470,Grandrieu,Sivry-Rance,01/01/1900,31/12/9999,56088
6470,Montbliart,Sivry-Rance,01/01/1900,31/12/9999,56088
6470,Rance,Sivry-Rance,01/01/1900,31/12/9999,56088
6470,Sautin,Sivry-Rance,01/01/1900,31/12/9999,56088
6470,Sivry,Sivry-Rance,01/01/1900,31/12/9999,56088
6470,Sivry-Rance,Sivry-Rance,01/01/1900,31/12/9999,56088
6500,Barbençon,Beaumont,01/01/1900,31/12/9999,56005
6500,Beaumont,Beaumont,01/01/1900,31/12/9999,56005
6500,Leugnies,Beaumont,01/01/1900,31/12/9999,56005
6500,Leval-Chaudeville,Beaumont,01/01/1900,31/12/9999,56005
6500,Renlies,Beaumont,01/01/1900,31/12/9999,56005
6500,Solre-Saint-Géry,Beaumont,01/01/1900,31/12/9999,56005
6500,Thirimont,Beaumont,01/01/1900,31/12/9999,56005
6511,Strée (Ht.),Beaumont,01/01/1900,31/12/9999,56005
6530,Leers-et-Fosteau,Thuin,01/01/1900,31/12/9999,56078
6530,Thuin,Thuin,01/01/1900,31/12/9999,56078
6531,Biesme-sous-Thuin,Thuin,01/01/1900,31/12/9999,56078
6532,Ragnies,Thuin,01/01/1900,31/12/9999,56078
6533,Biercée,Thuin,01/01/1900,31/12/9999,56078
6534,Gozée,Thuin,01/01/1900,31/12/9999,56078
6536,Donstiennes,Thuin,01/01/1900,31/12/9999,56078
6536,Thuillies,Thuin,01/01/1900,31/12/9999,56078
6540,Lobbes,Lobbes,01/01/1900,31/12/9999,56044
6540,Mont-Sainte-Geneviève,Lobbes,01/01/1900,31/12/9999,56044
6542,Sars-la-Buissière,Lobbes,01/01/1900,31/12/9999,56044
6543,Bienne-lez-Happart,Lobbes,01/01/1900,31/12/9999,56044
6560,Bersillies-l'Abbaye,Erquelinnes,01/01/1900,31/12/9999,56022
6560,Erquelinnes,Erquelinnes,01/01/1900,31/12/9999,56022
6560,Grand-Reng,Erquelinnes,01/01/1900,31/12/9999,56022
6560,Hantes-Wihéries,Erquelinnes,01/01/1900,31/12/9999,56022
6560,Montignies-Saint-Christophe,Erquelinnes,01/01/1900,31/12/9999,56022
6560,Solre-sur-Sambre,Erquelinnes,01/01/1900,31/12/9999,56022
6567,Fontaine-Valmont,Merbes-le-Château,01/01/1900,31/12/9999,56049
6567,Labuissière,Merbes-le-Château,01/01/1900,31/12/9999,56049
6567,Merbes-le-Château,Merbes-le-Château,01/01/1900,31/12/9999,56049
6567,Merbes-Sainte-Marie,Merbes-le-Château,01/01/1900,31/12/9999,56049
6590,Momignies,Momignies,01/01/1900,31/12/9999,56051
6591,Macon,Momignies,01/01/1900,31/12/9999,56051
6592,Monceau-Imbrechies,Momignies,01/01/1900,31/12/9999,56051
6593,Macquenoise,Momignies,01/01/1900,31/12/9999,56051
6594,Beauwelz,Momignies,01/01/1900,31/12/9999,56051
6596,Forge-Philippe,Momignies,01/01/1900,31/12/9999,56051
6596,Seloignes,Momignies,01/01/1900,31/12/9999,56051
6600,Bastenaken,Bastenaken,01/01/1900,31/12/9999,82003
6600,Longvilly,Bastenaken,01/01/1900,31/12/9999,82003
6600,Noville (Lux.),Bastenaken,01/01/1900,31/12/9999,82003
6600,Villers-la-Bonne-Eau,Bastenaken,01/01/1900,31/12/9999,82003
6600,Wardin,Bastenaken,01/01/1900,31/12/9999,82003
6630,Martelange,Martelange,01/01/1900,31/12/9999,81013
6637,Fauvillers,Fauvillers,01/01/1900,31/12/9999,82009
6637,Hollange,Fauvillers,01/01/1900,31/12/9999,82009
6637,Tintange,Fauvillers,01/01/1900,31/12/9999,82009
6640,Hompré,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6640,Morhet,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6640,Nives,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6640,Sibret,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6640,Vaux-lez-Rosières,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6640,Vaux-sur-Sûre,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6642,Juseret,Vaux-sur-Sûre,01/01/1900,31/12/9999,82036
6660,Houffalize,Houffalize,01/01/1900,31/12/9999,82014
6660,Nadrin,Houffalize,01/01/1900,31/12/9999,82014
6661,Mont (Lux.),Houffalize,01/01/1900,31/12/9999,82014
6661,Tailles,Houffalize,01/01/1900,31/12/9999,82014
6662,Tavigny,Houffalize,01/01/1900,31/12/9999,82014
6663,Mabompré,Houffalize,01/01/1900,31/12/9999,82014
6666,Wibrin,Houffalize,01/01/1900,31/12/9999,82014
6670,Gouvy,Gouvy,01/01/1900,31/12/9999,82037
6670,Limerlé,Gouvy,01/01/1900,31/12/9999,82037
6671,Bovigny,Gouvy,01/01/1900,31/12/9999,82037
6672,Beho,Gouvy,01/01/1900,31/12/9999,82037
6673,Cherain,Gouvy,01/01/1900,31/12/9999,82037
6674,Montleban,Gouvy,01/01/1900,31/12/9999,82037
6680,Amberloup,Sainte-Ode,01/01/1900,31/12/9999,82038
6680,Sainte-Ode,Sainte-Ode,01/01/1900,31/12/9999,82038
6680,Tillet,Sainte-Ode,01/01/1900,31/12/9999,82038
6681,Lavacherie,Sainte-Ode,01/01/1900,31/12/9999,82038
6686,Flamierge,Bertogne,01/01/1900,31/12/9999,82005
6687,Bertogne,Bertogne,01/01/1900,31/12/9999,82005
6688,Longchamps (Lux.),Bertogne,01/01/1900,31/12/9999,82005
6690,Bihain,Vielsalm,01/01/1900,31/12/9999,82032
6690,Vielsalm,Vielsalm,01/01/1900,31/12/9999,82032
6692,Petit-Thier,Vielsalm,01/01/1900,31/12/9999,82032
6698,Grand-Halleux,Vielsalm,01/01/1900,31/12/9999,82032
6700,Aarlen,Aarlen,01/01/1900,31/12/9999,81001
6700,Bonnert,Aarlen,01/01/1900,31/12/9999,81001
6700,Heinsch,Aarlen,01/01/1900,31/12/9999,81001
6700,Toernich,Aarlen,01/01/1900,31/12/9999,81001
6704,Guirsch,Aarlen,01/01/1900,31/12/9999,81001
6706,Autelbas,Aarlen,01/01/1900,31/12/9999,81001
6717,Attert,Attert,01/01/1900,31/12/9999,81003
6717,Nobressart,Attert,01/01/1900,31/12/9999,81003
6717,Nothomb,Attert,01/01/1900,31/12/9999,81003
6717,Thiaumont,Attert,01/01/1900,31/12/9999,81003
6717,Tontelange,Attert,01/01/1900,31/12/9999,81003
6720,Habay,Habay,01/01/1900,31/12/9999,85046
6720,Habay-la-Neuve,Habay,01/01/1900,31/12/9999,85046
6720,Hachy,Habay,01/01/1900,31/12/9999,85046
6721,Anlier,Habay,01/01/1900,31/12/9999,85046
6723,Habay-la-Vieille,Habay,01/01/1900,31/12/9999,85046
6724,Houdemont,Habay,01/01/1900,31/12/9999,85046
6724,Rulles,Habay,01/01/1900,31/12/9999,85046
6730,Bellefontaine (Lux.),Tintigny,01/01/1900,31/12/9999,85039
6730,Rossignol,Tintigny,01/01/1900,31/12/9999,85039
6730,Saint-Vincent,Tintigny,01/01/1900,31/12/9999,85039
6730,Tintigny,Tintigny,01/01/1900,31/12/9999,85039
6740,Etalle,Etalle,01/01/1900,31/12/9999,85009
6740,Sainte-Marie-sur-Semois,Etalle,01/01/1900,31/12/9999,85009
6740,Villers-sur-Semois,Etalle,01/01/1900,31/12/9999,85009
6741,Vance,Etalle,01/01/1900,31/12/9999,85009
6742,Chantemelle,Etalle,01/01/1900,31/12/9999,85009
6743,Buzenol,Etalle,01/01/1900,31/12/9999,85009
6747,Châtillon,Saint-Léger (Lux.),01/01/1900,31/12/9999,85034
6747,Meix-le-Tige,Saint-Léger (Lux.),01/01/1900,31/12/9999,85034
6747,Saint-Léger (Lux.),Saint-Léger (Lux.),01/01/1900,31/12/9999,85034
6750,Musson,Musson,01/01/1900,31/12/9999,85026
6750,Mussy-la-Ville,Musson,01/01/1900,31/12/9999,85026
6750,Signeulx,Musson,01/01/1900,31/12/9999,85026
6760,Bleid,Virton,01/01/1900,31/12/9999,85045
6760,Ethe,Virton,01/01/1900,31/12/9999,85045
6760,Ruette,Virton,01/01/1900,31/12/9999,85045
6760,Virton,Virton,01/01/1900,31/12/9999,85045
6761,Latour,Virton,01/01/1900,31/12/9999,85045
6762,Saint-Mard,Virton,01/01/1900,31/12/9999,85045
6767,Dampicourt,Rouvroy,01/01/1900,31/12/9999,85047
6767,Harnoncourt,Rouvroy,01/01/1900,31/12/9999,85047
6767,Lamorteau,Rouvroy,01/01/1900,31/12/9999,85047
6767,Rouvroy,Rouvroy,01/01/1900,31/12/9999,85047
6767,Torgny,Rouvroy,01/01/1900,31/12/9999,85047
6769,Gérouville,Meix-devant-Virton,01/01/1900,31/12/9999,85024
6769,Meix-devant-Virton,Meix-devant-Virton,01/01/1900,31/12/9999,85024
6769,Robelmont,Meix-devant-Virton,01/01/1900,31/12/9999,85024
6769,Sommethonne,Meix-devant-Virton,01/01/1900,31/12/9999,85024
6769,Villers-la-Loue,Meix-devant-Virton,01/01/1900,31/12/9999,85024
6780,Hondelange,Messancy,01/01/1900,31/12/9999,81015
6780,Messancy,Messancy,01/01/1900,31/12/9999,81015
6780,Wolkrange,Messancy,01/01/1900,31/12/9999,81015
6781,Sélange,Messancy,01/01/1900,31/12/9999,81015
6782,Habergy,Messancy,01/01/1900,31/12/9999,81015
6790,Aubange,Aubange,01/01/1900,31/12/9999,81004
6791,Athus,Aubange,01/01/1900,31/12/9999,81004
6792,Halanzy,Aubange,01/01/1900,31/12/9999,81004
6792,Rachecourt,Aubange,01/01/1900,31/12/9999,81004
6800,Bras,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Freux,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Libramont,Libramont-Chevigny,01/01/1900,31/12/2008,84077
6800,Libramont-Chevigny,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Moircy,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Recogne,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Remagne,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Saint-Pierre,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6800,Sainte-Marie-Chevigny,Libramont-Chevigny,01/01/1900,31/12/9999,84077
6810,Chiny,Chiny,01/01/1900,31/12/9999,85007
6810,Izel,Chiny,01/01/1900,31/12/9999,85007
6810,Jamoigne,Chiny,01/01/1900,31/12/9999,85007
6811,Les Bulles,Chiny,01/01/1900,31/12/9999,85007
6812,Suxy,Chiny,01/01/1900,31/12/9999,85007
6813,Termes,Chiny,01/01/1900,31/12/9999,85007
6820,Florenville,Florenville,01/01/1900,31/12/9999,85011
6820,Fontenoille,Florenville,01/01/1900,31/12/9999,85011
6820,Muno,Florenville,01/01/1900,31/12/9999,85011
6820,Sainte-Cécile,Florenville,01/01/1900,31/12/9999,85011
6821,Lacuisine,Florenville,01/01/1900,31/12/9999,85011
6823,Villers-devant-Orval,Florenville,01/01/1900,31/12/9999,85011
6824,Chassepierre,Florenville,01/01/1900,31/12/9999,85011
6830,Bouillon,Bouillon,01/01/1900,31/12/9999,84010
6830,Les Hayons,Bouillon,01/01/1900,31/12/9999,84010
6830,Poupehan,Bouillon,01/01/1900,31/12/9999,84010
6830,Rochehaut,Bouillon,01/01/1900,31/12/9999,84010
6831,Noirefontaine,Bouillon,01/01/1900,31/12/9999,84010
6832,Sensenruth,Bouillon,01/01/1900,31/12/9999,84010
6833,Ucimont,Bouillon,01/01/1900,31/12/9999,84010
6833,Vivy,Bouillon,01/01/1900,31/12/9999,84010
6834,Bellevaux,Bouillon,01/01/1900,31/12/9999,84010
6836,Dohan,Bouillon,01/01/1900,31/12/9999,84010
6838,Corbion,Bouillon,01/01/1900,31/12/9999,84010
6840,Grandvoir,Neufchâteau,01/01/1900,31/12/9999,84043
6840,Grapfontaine,Neufchâteau,01/01/1900,31/12/9999,84043
6840,Hamipré,Neufchâteau,01/01/1900,31/12/9999,84043
6840,Longlier,Neufchâteau,01/01/1900,31/12/9999,84043
6840,Neufchâteau,Neufchâteau,01/01/1900,31/12/9999,84043
6840,Tournay,Neufchâteau,01/01/1900,31/12/9999,84043
6850,Carlsbourg,Paliseul,01/01/1900,31/12/9999,84050
6850,Offagne,Paliseul,01/01/1900,31/12/9999,84050
6850,Paliseul,Paliseul,01/01/1900,31/12/9999,84050
6851,Nollevaux,Paliseul,01/01/1900,31/12/9999,84050
6852,Maissin,Paliseul,01/01/1900,31/12/9999,84050
6852,Opont,Paliseul,01/01/1900,31/12/9999,84050
6853,Framont,Paliseul,01/01/1900,31/12/9999,84050
6856,Fays-les-Veneurs,Paliseul,01/01/1900,31/12/9999,84050
6860,Assenois,Léglise,01/01/1900,31/12/9999,84033
6860,Ebly,Léglise,01/01/1900,31/12/9999,84033
6860,Léglise,Léglise,01/01/1900,31/12/9999,84033
6860,Mellier,Léglise,01/01/1900,31/12/9999,84033
6860,Witry,Léglise,01/01/1900,31/12/9999,84033
6870,Arville,Saint-Hubert,01/01/1900,31/12/9999,84059
6870,Awenne,Saint-Hubert,01/01/1900,31/12/9999,84059
6870,Hatrival,Saint-Hubert,01/01/1900,31/12/9999,84059
6870,Mirwart,Saint-Hubert,01/01/1900,31/12/9999,84059
6870,Saint-Hubert,Saint-Hubert,01/01/1900,31/12/9999,84059
6870,Vesqueville,Saint-Hubert,01/01/1900,31/12/9999,84059
6880,Auby-sur-Semois,Bertrix,01/01/1900,31/12/9999,84009
6880,Bertrix,Bertrix,01/01/1900,31/12/9999,84009
6880,Cugnon,Bertrix,01/01/1900,31/12/9999,84009
6880,Jehonville,Bertrix,01/01/1900,31/12/9999,84009
6880,Orgeo,Bertrix,01/01/1900,31/12/9999,84009
6887,Herbeumont,Herbeumont,01/01/1900,31/12/9999,84029
6887,Saint-Médard,Herbeumont,01/01/1900,31/12/9999,84029
6887,Straimont,Herbeumont,01/01/1900,31/12/9999,84029
6890,Anloy,Libin,01/01/1900,31/12/9999,84035
6890,Libin,Libin,01/01/1900,31/12/9999,84035
6890,Ochamps,Libin,01/01/1900,31/12/9999,84035
6890,Redu,Libin,01/01/1900,31/12/9999,84035
6890,Smuid,Libin,01/01/1900,31/12/9999,84035
6890,Transinne,Libin,01/01/1900,31/12/9999,84035
6890,Villance,Libin,01/01/1900,31/12/9999,84035
6900,Aye,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,Hargimont,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,Humain,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,Marche-en-Famenne,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,On,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,Roy,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6900,Waha,Marche-en-Famenne,01/01/1900,31/12/9999,83034
6920,Sohier,Wellin,01/01/1900,31/12/9999,84075
6920,Wellin,Wellin,01/01/1900,31/12/9999,84075
6921,Chanly,Wellin,01/01/1900,31/12/9999,84075
6922,Halma,Wellin,01/01/1900,31/12/9999,84075
6924,Lomprez,Wellin,01/01/1900,31/12/9999,84075
6927,Bure,Tellin,01/01/1900,31/12/9999,84068
6927,Grupont,Tellin,01/01/1900,31/12/9999,84068
6927,Resteigne,Tellin,01/01/1900,31/12/9999,84068
6927,Tellin,Tellin,01/01/1900,31/12/9999,84068
6929,Daverdisse,Daverdisse,01/01/1900,31/12/9999,84016
6929,Gembes,Daverdisse,01/01/1900,31/12/9999,84016
6929,Haut-Fays,Daverdisse,01/01/1900,31/12/9999,84016
6929,Porcheresse (Lux.),Daverdisse,01/01/1900,31/12/9999,84016
6940,Barvaux-sur-Ourthe,Durbuy,01/01/1900,31/12/9999,83012
6940,Durbuy,Durbuy,01/01/1900,31/12/9999,83012
6940,Grandhan,Durbuy,01/01/1900,31/12/9999,83012
6940,Septon,Durbuy,01/01/1900,31/12/9999,83012
6940,Wéris,Durbuy,01/01/1900,31/12/9999,83012
6941,Bende,Durbuy,01/01/1900,31/12/9999,83012
6941,Bomal-sur-Ourthe,Durbuy,01/01/1900,31/12/9999,83012
6941,Borlon,Durbuy,01/01/1900,31/12/9999,83012
6941,Heyd,Durbuy,01/01/1900,31/12/9999,83012
6941,Izier,Durbuy,01/01/1900,31/12/9999,83012
6941,Tohogne,Durbuy,01/01/1900,31/12/9999,83012
6941,Villers-Sainte-Gertrude,Durbuy,01/01/1900,31/12/9999,83012
6950,Harsin,Nassogne,01/01/1900,31/12/9999,83040
6950,Nassogne,Nassogne,01/01/1900,31/12/9999,83040
6951,Bande,Nassogne,01/01/1900,31/12/9999,83040
6952,Grune,Nassogne,01/01/1900,31/12/9999,83040
6953,Ambly,Nassogne,01/01/1900,31/12/9999,83040
6953,Forrières,Nassogne,01/01/1900,31/12/9999,83040
6953,Lesterny,Nassogne,01/01/1900,31/12/9999,83040
6953,Masbourg,Nassogne,01/01/1900,31/12/9999,83040
6960,Dochamps,Manhay,01/01/1900,31/12/9999,83055
6960,Grandmenil,Manhay,01/01/1900,31/12/9999,83055
6960,Harre,Manhay,01/01/1900,31/12/9999,83055
6960,Malempré,Manhay,01/01/1900,31/12/9999,83055
6960,Manhay,Manhay,01/01/1900,31/12/9999,83055
6960,Odeigne,Manhay,01/01/1900,31/12/9999,83055
6960,Vaux-Chavanne,Manhay,01/01/1900,31/12/9999,83055
6970,Tenneville,Tenneville,01/01/1900,31/12/9999,83049
6971,Champlon,Tenneville,01/01/1900,31/12/9999,83049
6972,Erneuville,Tenneville,01/01/1900,31/12/9999,83049
6980,Beausaint,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6980,La Roche-en-Ardenne,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6982,Samrée,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6983,Ortho,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6984,Hives,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6986,Halleux,La Roche-en-Ardenne,01/01/1900,31/12/9999,83031
6987,Beffe,Rendeux,01/01/1900,31/12/9999,83044
6987,Hodister,Rendeux,01/01/1900,31/12/9999,83044
6987,Marcourt,Rendeux,01/01/1900,31/12/9999,83044
6987,Rendeux,Rendeux,01/01/1900,31/12/9999,83044
6990,Fronville,Hotton,01/01/1900,31/12/9999,83028
6990,Hampteau,Hotton,01/01/1900,31/12/9999,83028
6990,Hotton,Hotton,01/01/1900,31/12/9999,83028
6990,Marenne,Hotton,01/01/1900,31/12/9999,83028
6997,Amonines,Erezée,01/01/1900,31/12/9999,83013
6997,Erezée,Erezée,01/01/1900,31/12/9999,83013
6997,Mormont,Erezée,01/01/1900,31/12/9999,83013
6997,Soy,Erezée,01/01/1900,31/12/9999,83013
7000,Bergen,Bergen,01/01/1900,31/12/9999,53053
7010,Shape-België,,01/01/1900,31/12/9999,
7011,Ghlin,Bergen,01/01/1900,31/12/9999,53053
7012,Flénu,Bergen,01/01/1900,31/12/9999,53053
7012,Jemappes,Bergen,01/01/1900,31/12/9999,53053
7020,Maisières,Bergen,01/01/1900,31/12/9999,53053
7020,Nimy,Bergen,01/01/1900,31/12/9999,53053
7021,Havré,Bergen,01/01/1900,31/12/9999,53053
7022,Harmignies,Bergen,01/01/1900,31/12/9999,53053
7022,Harveng,Bergen,01/01/1900,31/12/9999,53053
7022,Hyon,Bergen,01/01/1900,31/12/9999,53053
7022,Mesvin,Bergen,01/01/1900,31/12/9999,53053
7022,Nouvelles,Bergen,01/01/1900,31/12/9999,53053
7024,Ciply,Bergen,01/01/1900,31/12/9999,53053
7030,Saint-Symphorien,Bergen,01/01/1900,31/12/9999,53053
7031,Villers-Saint-Ghislain,Bergen,01/01/1900,31/12/9999,53053
7032,Spiennes,Bergen,01/01/1900,31/12/9999,53053
7033,Cuesmes,Bergen,01/01/1900,31/12/9999,53053
7034,Obourg,Bergen,01/01/1900,31/12/9999,53053
7034,Saint-Denis (Ht.),Bergen,01/01/1900,31/12/9999,53053
7040,Asquillies,Quévy,01/01/1900,31/12/9999,53084
7040,Aulnois,Quévy,01/01/1900,31/12/9999,53084
7040,Blaregnies,Quévy,01/01/1900,31/12/9999,53084
7040,Bougnies,Quévy,01/01/1900,31/12/9999,53084
7040,Genly,Quévy,01/01/1900,31/12/9999,53084
7040,Goegnies-Chaussée,Quévy,01/01/1900,31/12/9999,53084
7040,Quévy,Quévy,01/01/1900,31/12/9999,53084
7040,Quévy-le-Grand,Quévy,01/01/1900,31/12/9999,53084
7040,Quévy-le-Petit,Quévy,01/01/1900,31/12/9999,53084
7041,Givry,Quévy,01/01/1900,31/12/9999,53084
7041,Havay,Quévy,01/01/1900,31/12/9999,53084
7050,Erbaut,Jurbeke,01/01/1900,31/12/9999,53044
7050,Erbisoeul,Jurbeke,01/01/1900,31/12/9999,53044
7050,Herchies,Jurbeke,01/01/1900,31/12/9999,53044
7050,Jurbeke,Jurbeke,01/01/1900,31/12/9999,53044
7050,Masnuy-Saint-Jean (Jurbise),Jurbeke,01/01/1900,31/12/9999,53044
7050,Masnuy-Saint-Pierre,Jurbeke,01/01/1900,31/12/9999,53044
7060,Horrues,Zinnik,01/01/1900,31/12/9999,55040
7060,Zinnik,Zinnik,01/01/1900,31/12/9999,55040
7061,Casteau (Soignies),Zinnik,01/01/1900,31/12/9999,55040
7061,Thieusies,Zinnik,01/01/1900,31/12/9999,55040
7062,Naast,Zinnik,01/01/1900,31/12/9999,55040
7063,Chaussée-Notre-Dame-Louvignies,Zinnik,01/01/1900,31/12/9999,55040
7063,Neufvilles,Zinnik,01/01/1900,31/12/9999,55040
7070,Gottignies,Le Roeulx,01/01/1900,31/12/9999,55035
7070,Le Roeulx,Le Roeulx,01/01/1900,31/12/9999,55035
7070,Mignault,Le Roeulx,01/01/1900,31/12/9999,55035
7070,Thieu,Le Roeulx,01/01/1900,31/12/9999,55035
7070,Ville-sur-Haine (Le Roeulx),Le Roeulx,01/01/1900,31/12/9999,55035
7080,Eugies (Frameries),Frameries,01/01/1900,31/12/9999,53028
7080,Frameries,Frameries,01/01/1900,31/12/9999,53028
7080,La Bouverie,Frameries,01/01/1900,31/12/9999,53028
7080,Noirchain,Frameries,01/01/1900,31/12/9999,53028
7080,Sars-la-Bruyère,Frameries,01/01/1900,31/12/9999,53028
7090,Hennuyères,s Gravenbrakel,01/01/1900,31/12/9999,55004
7090,Henripont,s Gravenbrakel,01/01/1900,31/12/9999,55004
7090,Petit-Roeulx-lez-Braine,s Gravenbrakel,01/01/1900,31/12/9999,55004
7090,Ronquières,s Gravenbrakel,01/01/1900,31/12/9999,55004
7090,s Gravenbrakel,s Gravenbrakel,01/01/1900,31/12/9999,55004
7090,Steenkerque (Ht.),s Gravenbrakel,01/01/1900,31/12/9999,55004
7100,Haine-Saint-Paul,La Louvière,01/01/1900,31/12/9999,55022
7100,Haine-Saint-Pierre,La Louvière,01/01/1900,31/12/9999,55022
7100,La Louvière,La Louvière,01/01/1900,31/12/9999,55022
7100,Saint-Vaast,La Louvière,01/01/1900,31/12/9999,55022
7100,Trivières,La Louvière,01/01/1900,31/12/9999,55022
7110,Boussoit,La Louvière,01/01/1900,31/12/9999,55022
7110,Houdeng-Aimeries,La Louvière,01/01/1900,31/12/9999,55022
7110,Houdeng-Goegnies (La Louvière),La Louvière,01/01/1900,31/12/9999,55022
7110,Maurage,La Louvière,01/01/1900,31/12/9999,55022
7110,Strépy-Bracquegnies,La Louvière,01/01/1900,31/12/9999,55022
7120,Croix-lez-Rouveroy,Estinnes,01/01/1900,31/12/9999,56085
7120,Estinnes,Estinnes,01/01/1900,31/12/9999,56085
7120,Estinnes-au-Mont,Estinnes,01/01/1900,31/12/9999,56085
7120,Estinnes-au-Val,Estinnes,01/01/1900,31/12/9999,56085
7120,Fauroeulx,Estinnes,01/01/1900,31/12/9999,56085
7120,Haulchin,Estinnes,01/01/1900,31/12/9999,56085
7120,Peissant,Estinnes,01/01/1900,31/12/9999,56085
7120,Rouveroy (Ht.),Estinnes,01/01/1900,31/12/9999,56085
7120,Vellereille-le-Sec,Estinnes,01/01/1900,31/12/9999,56085
7120,Vellereille-les-Brayeux,Estinnes,01/01/1900,31/12/9999,56085
7130,Battignies,Binche,01/01/1900,31/12/9999,56011
7130,Binche,Binche,01/01/1900,31/12/9999,56011
7130,Bray,Binche,01/01/1900,31/12/9999,56011
7131,Waudrez,Binche,01/01/1900,31/12/9999,56011
7133,Buvrinnes,Binche,01/01/1900,31/12/9999,56011
7134,Epinois,Binche,01/01/1900,31/12/9999,56011
7134,Leval-Trahegnies,Binche,01/01/1900,31/12/9999,56011
7134,Péronnes-lez-Binche,Binche,01/01/1900,31/12/9999,56011
7134,Ressaix,Binche,01/01/1900,31/12/9999,56011
7140,Morlanwelz,Morlanwelz,01/01/1900,31/12/9999,56087
7140,Morlanwelz-Mariemont,Morlanwelz,01/01/1900,31/12/9999,56087
7141,Carnières,Morlanwelz,01/01/1900,31/12/9999,56087
7141,Mont-Sainte-Aldegonde,Morlanwelz,01/01/1900,31/12/9999,56087
7160,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,01/01/1900,31/12/9999,52010
7160,Godarville,Chapelle-lez-Herlaimont,01/01/1900,31/12/9999,52010
7160,Piéton,Chapelle-lez-Herlaimont,01/01/1900,31/12/9999,52010
7170,Bellecourt,Manage,01/01/1900,31/12/9999,52043
7170,Bois-d'Haine,Manage,01/01/1900,31/12/9999,52043
7170,Fayt-lez-Manage,Manage,01/01/1900,31/12/9999,52043
7170,La Hestre,Manage,01/01/1900,31/12/9999,52043
7170,Manage,Manage,01/01/1900,31/12/9999,52043
7180,Seneffe,Seneffe,01/01/1900,31/12/9999,52063
7181,Arquennes,Seneffe,01/01/1900,31/12/9999,52063
7181,Familleureux,Seneffe,01/01/1900,31/12/9999,52063
7181,Feluy,Seneffe,01/01/1900,31/12/9999,52063
7181,Petit-Roeulx-lez-Nivelles,Seneffe,01/01/1900,31/12/9999,52063
7190,Ecaussinnes,Ecaussinnes,01/01/1900,31/12/9999,55050
7190,Ecaussinnes-d'Enghien,Ecaussinnes,01/01/1900,31/12/9999,55050
7190,Marche-lez-Ecaussinnes,Ecaussinnes,01/01/1900,31/12/9999,55050
7191,Ecaussinnes-Lalaing,Ecaussinnes,01/01/1900,31/12/9999,55050
7300,Boussu,Boussu,01/01/1900,31/12/9999,53014
7301,Hornu,Boussu,01/01/1900,31/12/9999,53014
7320,Bernissart,Bernissart,01/01/1900,31/12/9999,51009
7321,Blaton,Bernissart,01/01/1900,31/12/9999,51009
7321,Harchies,Bernissart,01/01/1900,31/12/9999,51009
7322,Pommeroeul,Bernissart,01/01/1900,31/12/9999,51009
7322,Ville-Pommeroeul,Bernissart,01/01/1900,31/12/9999,51009
7330,Saint-Ghislain,Saint-Ghislain,01/01/1900,31/12/9999,53070
7331,Baudour,Saint-Ghislain,01/01/1900,31/12/9999,53070
7332,Neufmaison,Saint-Ghislain,01/01/1900,31/12/9999,53070
7332,Sirault,Saint-Ghislain,01/01/1900,31/12/9999,53070
7333,Tertre,Saint-Ghislain,01/01/1900,31/12/9999,53070
7334,Hautrage,Saint-Ghislain,01/01/1900,31/12/9999,53070
7334,Villerot,Saint-Ghislain,01/01/1900,31/12/9999,53070
7340,Colfontaine,Colfontaine,01/01/1900,31/12/9999,53082
